id,feedback,prediction,confidence
58,根本就沒寫,0,0.9995518326759338
59,要記得寫作業,1,0.787850022315979
60,下次要寫作業好嗎,1,0.999671220779419
61,good,0,0.9995524287223816
62,good,0,0.9995524287223816
63,good,0,0.9995524287223816
64,good,0,0.9995524287223816
65,good,0,0.9995524287223816
66,good,0,0.9995524287223816
67,有,0,0.9995524287223816
68,是,0,0.9995524287223816
69,是,0,0.9995524287223816
70,可以換行，比較容易檢查,1,0.999671459197998
71,,0,0.0
72,,0,0.0
73,good,0,0.9995524287223816
74,good,0,0.9995524287223816
75,good,0,0.9995524287223816
76,,0,0.0
77,有成功print出來,1,0.9996713399887085
78,,0,0.0
79,,0,0.0
80,,0,0.0
81,,0,0.0
82,"很整齊
",0,0.999552309513092
83,,0,0.0
84,,0,0.0
85,沒有print出來,1,0.999671459197998
86,可被編譯 但沒有達成題目要求,1,0.999671459197998
87,只有三行 蠻整齊的,1,0.9996713399887085
88,沒有 ,0,0.9995521903038025
89,可編譯成功 但沒有達到題目要求,1,0.999671459197998
90,算整齊,0,0.999552309513092
91,有達到預期,0,0.9995518326759338
92,成功print出來,1,0.9996713399887085
93,很整齊!很棒,0,0.9995517134666443
94,整齊,0,0.9995524287223816
95,簡潔有力,0,0.9995520710945129
96,繼續保持,0,0.9995521903038025
97,什麼都沒有,0,0.9995515942573547
98,可編譯，畢竟沒動,1,0.738427460193634
99,很整齊，很空曠,0,0.9995502829551697
100,有喔!超級讚的!,0,0.8164821863174438
101,成功print出來,1,0.9996713399887085
102,很棒很整齊!!!,0,0.9995517134666443
103,一切正常,0,0.9995518326759338
104,一切很好,0,0.9995524287223816
105,一切非常好,0,0.9995521903038025
106,功能正常,0,0.9995489716529846
107,成功，運行沒問題,1,0.9996084570884705
108,整齊的咕嚕靈波,0,0.5818315744400024
109,整齊,0,0.9995524287223816
110,簡潔有力,0,0.9995520710945129
111,繼續保持,0,0.9995521903038025
112,good,0,0.9995524287223816
113,good,0,0.9995524287223816
114,good,0,0.9995524287223816
115,,0,0.0
116,,0,0.0
117,,0,0.0
118,執行正常,1,0.6599299311637878
119,編譯正常,1,0.5389270186424255
120,TODO忘了刪但排版正常,1,0.999671459197998
121,,0,0.0
122,,0,0.0
123,,0,0.0
124,,0,0.0
125,,0,0.0
126,,0,0.0
127,執行正常,1,0.6599299311637878
128,編譯正常,1,0.5389270186424255
129,TODO忘了刪但排版正常,1,0.999671459197998
130,執行正常,1,0.6599299311637878
131,編譯正常,1,0.5389270186424255
132,TODO忘了刪但排版正常,1,0.999671459197998
133,很好,0,0.9995524287223816
134,很好,0,0.9995524287223816
135,沒問題,0,0.9995515942573547
136,很好,0,0.9995524287223816
137,很好,0,0.9995524287223816
138,沒問題,0,0.9995515942573547
139,很好,0,0.9995524287223816
140,很好,0,0.9995524287223816
141,沒問題,0,0.9995515942573547
142,,0,0.0
143,,0,0.0
144,,0,0.0
145,,0,0.0
146,,0,0.0
147,,0,0.0
148,,0,0.0
149,,0,0.0
150,,0,0.0
151,,0,0.0
152,,0,0.0
153,,0,0.0
154,只需Hello world 不需要其他文字及符號,1,0.999671459197998
155,編譯沒問題,0,0.9995506405830383
156,排版沒問題,1,0.9996713399887085
157,,0,0.0
158,,0,0.0
159,,0,0.0
160,,0,0.0
161,,0,0.0
162,,0,0.0
163,,0,0.0
164,,0,0.0
165,,0,0.0
166,Hello World 中間可以不用有逗號,1,0.999671459197998
167,,0,0.0
168,,0,0.0
169,,0,0.0
170,,0,0.0
171,,0,0.0
172,跟題目的要求很符合,1,0.9996713399887085
173,執行順利成功，輸出也沒問題,1,0.9996713399887085
174,一看就瞭解，寫的蠻清楚,1,0.9996713399887085
175,很符合題目的要求,1,0.999671459197998
176,執行上都沒問題，輸出也沒錯,1,0.9996713399887085
177,寫的很清楚，很容易瞭解,1,0.999671459197998
178,很符合題目的要求,1,0.999671459197998
179,執行結果符合題目的要求，沒有任何問題,1,0.999671459197998
180,寫的很清楚，很容易瞭解,1,0.999671459197998
181,,0,0.0
182,,0,0.0
183,簡潔,0,0.9995524287223816
184,good,0,0.9995524287223816
185,good,0,0.9995524287223816
186,good,0,0.9995524287223816
187,good,0,0.9995524287223816
188,good,0,0.9995524287223816
189,good,0,0.9995524287223816
190,沒看見內容,1,0.999671220779419
191,沒看見內容,1,0.999671220779419
192,沒看見內容,1,0.999671220779419
193,,0,0.0
194,,0,0.0
195,,0,0.0
196,沒看到內容,1,0.9996713399887085
197,沒看到內容,1,0.9996713399887085
198,沒看到內容,1,0.9996713399887085
199,沒看到內容,1,0.9996713399887085
200,沒看到內容,1,0.9996713399887085
201,沒看到內容,1,0.9996713399887085
202,沒有輸出Hello World,1,0.999671459197998
203,程式無法執行,1,0.9996713399887085
204,排版整齊,1,0.9996713399887085
205,有達成要求,1,0.999671459197998
206,編譯成功,0,0.9995511174201965
207,排版整齊,1,0.9996713399887085
208,有達成要求,1,0.999671459197998
209,編譯成功,0,0.9995511174201965
210,排版整齊,1,0.9996713399887085
211,有達成要求,1,0.999671459197998
212,編譯成功,0,0.9995511174201965
213,排版整齊,1,0.9996713399887085
214,符合題目要求,1,0.999671459197998
215,能夠被編譯成功,1,0.9996713399887085
216,排版整齊,1,0.9996713399887085
217,符合題目要求,1,0.999671459197998
218,編譯成功,0,0.9995511174201965
219,排版整齊,1,0.9996713399887085
220,符合題目要求,1,0.999671459197998
221,編譯成功,0,0.9995511174201965
222,排版整齊,1,0.9996713399887085
223,good job,0,0.9995524287223816
224,good job,0,0.9995524287223816
225,good job,0,0.9995524287223816
226,good job,0,0.9995524287223816
227,good job,0,0.9995524287223816
228,good job,0,0.9995524287223816
229,未完成,0,0.9986245632171631
230,未完成,0,0.9986245632171631
231,未完成,0,0.9986245632171631
232,寫的很好,0,0.999552309513092
233,寫的很好,0,0.999552309513092
234,寫的很好,0,0.999552309513092
235,寫的很好,0,0.999552309513092
236,寫的很好,0,0.999552309513092
237,寫的很好,0,0.999552309513092
238,未完成作業,1,0.999671220779419
239,未完成作業,1,0.999671220779419
240,未完成作業,1,0.999671220779419
241,Good,0,0.9995524287223816
242,Good,0,0.9995524287223816
243,Good,0,0.9995524287223816
244,Good,0,0.9995524287223816
245,Good,0,0.9995524287223816
246,Good,0,0.9995524287223816
247,Good,0,0.9995524287223816
248,Good,0,0.9995524287223816
249,Good,0,0.9995524287223816
250,沒有輸出Hello World,1,0.999671459197998
251,無法執行,1,0.9995689988136292
252,排版整齊,1,0.9996713399887085
253,沒有輸出Hello World,1,0.999671459197998
254,無法執行,1,0.9995689988136292
255,排版整齊,1,0.9996713399887085
256,沒有,0,0.9995521903038025
257,並不行，沒有主要能輸出hello world的code,1,0.999671459197998
258,整齊 ,0,0.9995524287223816
259,執行結果正確,1,0.9996713399887085
260,可以編譯,0,0.744458794593811
261,整齊,0,0.9995524287223816
262,是,0,0.9995524287223816
263,成功,0,0.9995524287223816
264,很整齊,0,0.999552309513092
265,good,0,0.9995524287223816
266,good,0,0.9995524287223816
267,good,0,0.9995524287223816
268,good,0,0.9995524287223816
269,good,0,0.9995524287223816
270,good,0,0.9995524287223816
271,good,0,0.9995524287223816
272,good,0,0.9995524287223816
273,good,0,0.9995524287223816
274,,0,0.0
275,,0,0.0
276,,0,0.0
277,"要寫Hello World,不是Hello,World!",1,0.999671459197998
278,,0,0.0
279,,0,0.0
280,they print nothing,1,0.9996680021286011
281,yes but there is no argument so there is no output,1,0.9996713399887085
282,they don't print anything,1,0.999671459197998
283,,0,0.0
284,,0,0.0
285,,0,0.0
286,,0,0.0
287,,0,0.0
288,,0,0.0
289,,0,0.0
290,,0,0.0
291,,0,0.0
292,沒寫程式碼,1,0.9996713399887085
293,,0,0.0
294,,0,0.0
295,沒有程式碼,1,0.9996713399887085
296,,0,0.0
297,,0,0.0
298,沒有程式碼,1,0.9996713399887085
299,,0,0.0
300,,0,0.0
301,good,0,0.9995524287223816
302,good,0,0.9995524287223816
303,good,0,0.9995524287223816
304,good,0,0.9995524287223816
305,good,0,0.9995524287223816
306,good,0,0.9995524287223816
307,,0,0.0
308,,0,0.0
309,,0,0.0
310,未印出Hello World,1,0.999671459197998
311,,0,0.0
312,,0,0.0
313,,0,0.0
314,,0,0.0
315,,0,0.0
316,沒輸出Hello World,1,0.999671459197998
317,無法編譯,1,0.6437861323356628
318,沒打程式,1,0.9996713399887085
319,未輸出Hello World,1,0.999671459197998
320,無法執行,1,0.9995689988136292
321,沒打程式,1,0.9996713399887085
322,,0,0.0
323,,0,0.0
324,,0,0.0
325,,0,0.0
326,,0,0.0
327,,0,0.0
328,,0,0.0
329,,0,0.0
330,,0,0.0
331,,0,0.0
332,,0,0.0
333,,0,0.0
334,,0,0.0
335,,0,0.0
336,,0,0.0
337,,0,0.0
338,,0,0.0
339,,0,0.0
340,,0,0.0
341,,0,0.0
342,,0,0.0
343,檔案只有一個，沒有程式出現，注意上傳是否有成功正確,1,0.999671459197998
344,檔案只有一個，沒有程式出現，注意上傳是否有成功正確,1,0.999671459197998
345,檔案只有一個，沒有程式出現，注意上傳是否有成功正確,1,0.999671459197998
346,,0,0.0
347,,0,0.0
348,,0,0.0
349,,0,0.0
350,,0,0.0
351,,0,0.0
352,是,0,0.9995524287223816
353,符合 使用了每個所需單字的第一個字母,1,0.9996713399887085
354,有,0,0.9995524287223816
355,,0,0.0
356,,0,0.0
357,,0,0.0
358,程式碼很精簡,1,0.9996713399887085
359,命名沒有很清楚,1,0.9996713399887085
360,簡單到不用註解！,1,0.9996713399887085
361,沒code,0,0.9995519518852234
362,沒code,0,0.9995519518852234
363,沒code,0,0.9995519518852234
364,程式功能齊全,1,0.999671220779419
365,程式碼整齊易讀,1,0.999671459197998
366,簡單到不用註解,1,0.999671459197998
367,沒code,0,0.9995519518852234
368,沒code,0,0.9995519518852234
369,沒code,0,0.9995519518852234
370,"1. 沒有輸出體重狀態
2. 體重輸出小數點第一位 ( line 15 )",1,0.999671459197998
371,,0,0.0
372,,0,0.0
373,功能齊全,0,0.9995520710945129
374,變數名稱可以更清楚,1,0.9996713399887085
375,簡單到不用註解,1,0.999671459197998
376,身高單位顯示錯誤,1,0.999671459197998
377,有利用好辨識的變數名稱,1,0.9996713399887085
378,沒有註解,1,0.999671459197998
379,有印出正確結果,1,0.999671459197998
380,符合變數名稱格式,1,0.999671459197998
381,可以多加註解,1,0.9996713399887085
382,作業未達到要求，程式碼完全無法執行,1,0.999671459197998
383,沒有變數,1,0.9996713399887085
384,沒有註解,1,0.999671459197998
385,"1. BMI輸出格式不對 line13
2. 題目輸入身高為公分，但代碼中輸入的是公尺",1,0.999671459197998
386,,0,0.0
387,,0,0.0
388,,0,0.0
389,,0,0.0
390,,0,0.0
391,,0,0.0
392,,0,0.0
393,,0,0.0
394,符合老師要求,1,0.999671459197998
395,能夠順利執行編譯,1,0.9996713399887085
396,排班乾淨整齊,1,0.999671220779419
397,,0,0.0
398,,0,0.0
399,,0,0.0
400,,0,0.0
401,,0,0.0
402,,0,0.0
403,good job,0,0.9995524287223816
404,BMICalculator.java都有使用好理解的命名BMIStatusChecker.java的String a 可以更改為更好理解的名稱,1,0.999671459197998
405,可在計算的前方增加註解，例如: //計算BMI 、//身高單位轉換成公尺,1,0.999671459197998
406,能夠達到要求,1,0.9996713399887085
407,可以成功編譯並執行,1,0.9996713399887085
408,版面整潔清晰,1,0.9996711015701294
409,1. BMI輸出格式不對 line13 2. 題目輸入身高為公分，但代碼中輸入的是公尺,1,0.999671459197998
410,,0,0.0
411,,0,0.0
412,有,0,0.9995524287223816
413,有,0,0.9995524287223816
414,無,0,0.9995521903038025
415,達到題目要求,1,0.999671459197998
416,能編譯並執行,1,0.9996709823608398
417,程式碼乾淨易理解,1,0.999671459197998
418,,0,0.0
419,,0,0.0
420,,0,0.0
421,,0,0.0
422,,0,0.0
423,,0,0.0
424,有印出正確結果,1,0.999671459197998
425,有符合變數名稱格式,1,0.999671459197998
426,可以多加註解,1,0.9996713399887085
427,有完成題目要求,1,0.999671459197998
428,有依照真實的資料去命名,1,0.9996713399887085
429,有給輸入提示，使用者可以明確知道要做甚麼,1,0.999671459197998
430,,0,0.0
431,,0,0.0
432,,0,0.0
433,沒有輸出Hello World,1,0.999671459197998
434,,0,0.0
435,,0,0.0
436,簡潔,0,0.9995524287223816
437,PASS,0,0.9995524287223816
438,PASS,0,0.9995524287223816
439,有印出正確結果,1,0.999671459197998
440,有符合變數名稱格式,1,0.999671459197998
441,有註解，但可以再多加,1,0.999671459197998
442,否，BMICalculator.java檔案中只需輸出身高、體重、BMI需要自行增加一個檔案BMIStatusChecker.java，當使用者手動輸入一個 BMI 值，再輸出對應的體重狀態。,1,0.999671459197998
443,good job,0,0.9995524287223816
444,good job,0,0.9995524287223816
445,第一題題目要求print取兩位小數，作業只print出一位,1,0.999671459197998
446,well,0,0.9995524287223816
447,well,0,0.9995524287223816
448,good job,0,0.9995524287223816
449,變數名稱因為縮寫，可能會讓審查人員不清楚變數真實是什麼,1,0.9996713399887085
450,可增加註解，例如 : //計算BMI 、//將身高從公分轉換為公尺,1,0.9996713399887085
451,第一題題目印出小數後兩位，作業印出小數後六位,1,0.999671459197998
452,well,0,0.9995524287223816
453,good,0,0.9995524287223816
454,第一題題目印出小數後兩位，但作業只跑出小數後一位,1,0.999671459197998
455,well,0,0.9995524287223816
456,well,0,0.9995524287223816
457,有,0,0.9995524287223816
458,有,0,0.9995524287223816
459,無,0,0.9995521903038025
460,有印出正確結果,1,0.999671459197998
461,符合變數名稱格式,1,0.999671459197998
462,可以多加註解,1,0.9996713399887085
463,有印出正確結果,1,0.999671459197998
464,符合變數名稱格式,1,0.999671459197998
465,可以多加註解,1,0.9996713399887085
466,符合題目要求,1,0.999671459197998
467,命名很清楚,1,0.6943287253379822
468,沒有註解說明,1,0.999671459197998
469,沒有上傳作業,1,0.9996713399887085
470,no,0,0.9995524287223816
471,no,0,0.9995524287223816
472,身高少加了一公尺,0,0.8557018637657166
473,,0,0.0
474,沒有註解,1,0.999671459197998
475,,0,0.0
476,,0,0.0
477,,0,0.0
478,符合題目要求,1,0.999671459197998
479,命名很清楚,1,0.6943287253379822
480,有註解說明,1,0.999671459197998
481,輸出體重時，應該要印出至小數點後兩位,1,0.999671459197998
482,變數名稱清晰,1,0.9996713399887085
483,註解可以再寫得更清楚一點,1,0.9996713399887085
484,輸出的身高和體重沒有單位,1,0.9996713399887085
485,有,0,0.9995524287223816
486,沒有,0,0.9995521903038025
487,,0,0.0
488,,0,0.0
489,,0,0.0
490,,0,0.0
491,,0,0.0
492,,0,0.0
493,符合要求,1,0.9996713399887085
494,編譯成功，順利輸出,1,0.9996713399887085
495,排版清楚,1,0.9996713399887085
496,,0,0.0
497,,0,0.0
498,,0,0.0
499,,0,0.0
500,,0,0.0
501,"沒有註解
",1,0.999671459197998
502,符合要求,1,0.9996713399887085
503,編譯成功，且順利輸出,1,0.999671459197998
504,排版清楚,1,0.9996713399887085
505,符合題目要求,1,0.999671459197998
506,命名很清楚,1,0.6943287253379822
507,沒有註解說明,1,0.999671459197998
508,符合要求,1,0.9996713399887085
509,編譯成功，且順利輸出,1,0.999671459197998
510,排版整齊,1,0.9996713399887085
511,輸出的身高和體重沒有單位,1,0.9996713399887085
512,,0,0.0
513,沒有註解,1,0.999671459197998
514,ok,0,0.9995524287223816
515,身高的單位打成公斤了,1,0.9996713399887085
516,沒有註解,1,0.999671459197998
517,第一題身高輸出錯誤,1,0.999671459197998
518,,0,0.0
519,,0,0.0
520,符合題目要求,1,0.999671459197998
521,編譯成功，且輸出正確,1,0.999671459197998
522,可以新增一些註解,1,0.999671459197998
523,有,0,0.9995524287223816
524,有,0,0.9995524287223816
525,無,0,0.9995521903038025
526,建議提示使用者輸入,1,0.999671459197998
527,簡單易懂,0,0.9995520710945129
528,簡單易懂,0,0.9995520710945129
529,?,0,0.9995524287223816
530,?,0,0.9995524287223816
531,?,0,0.9995524287223816
532,,0,0.0
533,,0,0.0
534,,0,0.0
535,,0,0.0
536,,0,0.0
537,,0,0.0
538,,0,0.0
539,,0,0.0
540,,0,0.0
541,,0,0.0
542,,0,0.0
543,,0,0.0
544,符合題目要求,1,0.999671459197998
545,符合,0,0.9995524287223816
546,可新增一些註解,1,0.999671459197998
547,,0,0.0
548,,0,0.0
549,,0,0.0
550,,0,0.0
551,,0,0.0
552,,0,0.0
553,,0,0.0
554,,0,0.0
555,,0,0.0
556,符合題目,1,0.999671220779419
557,變數名稱清楚易懂,1,0.999671459197998
558,可新增註解,1,0.999671459197998
559,提示使用者輸入,1,0.999671459197998
560,繼續保持,0,0.9995521903038025
561,繼續保持,0,0.9995521903038025
562,輸出沒有身高和體重的單位,1,0.9996713399887085
563,有,0,0.9995524287223816
564,有,0,0.9995524287223816
565,第二題題目沒有要求超出範圍的輸出,1,0.999671459197998
566,,0,0.0
567,,0,0.0
568,第一題要取到小數點第二位,1,0.999671459197998
569,,0,0.0
570,,0,0.0
571,建議printf 改成 print,1,0.999671459197998
572,簡單明瞭,0,0.9995508790016174
573,簡單明瞭,0,0.9995508790016174
574,,0,0.0
575,,0,0.0
576,,0,0.0
577,輸出內容錯誤,1,0.999671459197998
578,,0,0.0
579,,0,0.0
580,,0,0.0
581,,0,0.0
582,,0,0.0
583,第一題體重的輸出沒有印出小數點後兩位,1,0.999671459197998
584,,0,0.0
585,,0,0.0
586,,0,0.0
587,有 清楚明瞭的打出了單字,1,0.999671459197998
588,有的,0,0.9995524287223816
589,有,0,0.9995524287223816
590,有,0,0.9995524287223816
591,沒特別說明,1,0.9996713399887085
592,有,0,0.9995524287223816
593,有,0,0.9995524287223816
594,沒有特別說明,1,0.9996713399887085
595,有,0,0.9995524287223816
596,有,0,0.9995524287223816
597,有說明,0,0.9995505213737488
598,,0,0.0
599,有的 使用的完整的單字來表示變數名稱,1,0.9996713399887085
600,,0,0.0
601,兩份程式輸出排版稍有錯誤（敘述後應為一個全形冒號、不加空白），但程式計算結果正確,1,0.9996713399887085
602,"keyboard 少一個 a
建議使用 Camel Case 命名，如 bmiResult、hResult",1,0.9996713399887085
603,程式未註解,1,0.999671459197998
604,第一題輸出的體重和身高沒有到小數點第二位,1,0.9996713399887085
605,,0,0.0
606,,0,0.0
607,,0,0.0
608,,0,0.0
609,,0,0.0
610,,0,0.0
611,,0,0.0
612,,0,0.0
613,,0,0.0
614,,0,0.0
615,,0,0.0
616,薛丁德的程式碼,1,0.9996713399887085
617,沒有變數，所以沒問題,1,0.9996713399887085
618,空的程式配空的註解,1,0.999671459197998
619,good,0,0.9995524287223816
620,good,0,0.9995524287223816
621,good,0,0.9995524287223816
622,good,0,0.9995524287223816
623,good,0,0.9995524287223816
624,good,0,0.9995524287223816
625,mission accomplished,0,0.9995508790016174
626,非常的完美,0,0.9995521903038025
627,原來這功課要寫註解？！但我看得懂，很OK的。,1,0.5346639752388
628,good,0,0.9995524287223816
629,good,0,0.9995524287223816
630,good,0,0.9995524287223816
631,沒有寫,0,0.9995514750480652
632,沒有寫,0,0.9995514750480652
633,沒有寫,0,0.9995514750480652
634,輸出體重時，數值要印出到小數點後兩位,1,0.999671459197998
635,變數名稱清晰,1,0.9996713399887085
636,註解可以寫得再詳細一點,1,0.999671459197998
637,輸出結果沒有換行看得很辛苦，bmi算出來有點奇怪,1,0.999671459197998
638,,0,0.0
639,沒註解但沒關係我看得懂,1,0.999671459197998
640,完美達成,0,0.9995515942573547
641,,0,0.0
642,雖然沒註解但我看得懂,1,0.999671459197998
643,完美達成,0,0.9995515942573547
644,符合,0,0.9995524287223816
645,沒有註解但我看得懂,1,0.999671459197998
646,兩份程式輸出排版稍有錯誤（體重應輸出到小數點後兩位、敘述後應為一個全形冒號，不加空白），但程式計算結果正確,1,0.9996713399887085
647,建議非常數勿使用全大寫命名，可將 BMI 變數改為 bmi、建議將變數 a 更名為 bmiStatus,1,0.999671459197998
648,註解清晰,1,0.9996713399887085
649,計算結果基本上正確，但程式未按照題目要求編寫：BMICalculator2.java 應更名為 BMICalculator.java、身高應輸出到小數點後兩位、體重狀態為 BMIStatusChecker.java 需實作，但被合併到 BMICalculator.java,1,0.999671459197998
650,變數命名清楚、有依照命名規則命名,1,0.999671459197998
651,註解詳細、清晰,1,0.999671459197998
652,,0,0.0
653,,0,0.0
654,,0,0.0
655,,0,0.0
656,,0,0.0
657,,0,0.0
658,,0,0.0
659,,0,0.0
660,,0,0.0
661,"基本上沒問題只有在BMICalculator""上，因爲題目設定的範圍裡面 ""29.9"" 沒有屬於""肥胖""，但輸入29.9時輸出""肥胖""，但是我不確定這個是不是題目的錯誤""",1,0.999671459197998
662,我覺得很看得清楚(very explicit),1,0.793642520904541
663,程式碼上沒有特別用方法，其他程式碼都很明確,1,0.999671459197998
665,"hight -> height, keybosrd -> keyboard，其他都很容易瞭解",1,0.9996713399887085
666,每個階段都有用注解來説明，很好的感覺,1,0.9996713399887085
668,"都很明確，只有在BMIStatusChecker""上""Stirng a""變數，雖然瞭解程式碼上沒問題，但如果改到""status“之類的更完美(個人想法)""",1,0.9996713399887085
669,沒有特別用方法，所以沒有特別用到注解，但程式碼很明確,1,0.999671459197998
670,有 印出結果正確,1,0.999671459197998
671,有 符合變數名稱,1,0.9996713399887085
672,沒有增加註解,1,0.999671459197998
673,有 印出正確結果,1,0.999671459197998
674,有符合變數名稱格式,1,0.999671459197998
675,有加註解,1,0.9996713399887085
676,有 但可以把小數點縮成兩位,1,0.999671459197998
677,有符合變數名稱格式,1,0.999671459197998
678,沒有註解,1,0.999671459197998
679,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
680,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
681,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
682,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
683,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
684,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
685,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
686,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
687,"Better using english when coding but still good work ,keep going",1,0.9996709823608398
688,有,0,0.9995524287223816
689,變數名稱符合要求，容易判讀變數作用,1,0.999671459197998
690,註解明確，容易理解,1,0.999671459197998
691,有,0,0.9995524287223816
692,變數名稱符合input數值，容易判讀,1,0.999671459197998
693,"程式較簡單，直接判讀即可，容易理解
(Btw.第二個檔案名稱取錯)",1,0.999671459197998
694,"有一點小錯誤，第二個BMIStatusChecker的判斷少一個過重""，其餘都沒有問題""",1,0.9996713399887085
695,有,0,0.9995524287223816
696,有,0,0.9995524287223816
697,,0,0.0
698,,0,0.0
699,,0,0.0
700,,0,0.0
701,,0,0.0
702,,0,0.0
703,未依規定做輸入及輸出的格式，雖然用空格輸入體重身高還是可以運行，但用C的換行讀取方法來寫，可以修改一下,1,0.9996713399887085
704,題目要求兩個檔案命名應為BMICalculator.java及BMIStatusChecker.java，卻將檢查BMI狀態的檔案命名為BMICalculator2.java,1,0.999671459197998
705,,0,0.0
706,,0,0.0
707,,0,0.0
708,,0,0.0
709,"BMICalcaltor.java(printed number BMI should  be only 2 number after the ."")""",1,0.999671459197998
710,,0,0.0
711,No explaination,0,0.6443058252334595
712,there are errors in BMIStatusChecker.java in your if statement,1,0.999671459197998
713,,0,0.0
714,no explanation in BMIStatusChecker.java,1,0.999671459197998
715,PASS,0,0.9995524287223816
716,PASS,0,0.9995524287223816
717,PASS,0,0.9995524287223816
718,BMICalculator的身高部分，單位應更改為公尺,1,0.9996713399887085
719,PASS,0,0.9995524287223816
720,PASS,0,0.9995524287223816
721,在判斷條件中，應該使用 && 而非 &,1,0.9996713399887085
722,PASS,0,0.9995524287223816
723,PASS,0,0.9995524287223816
724,"BMICalculator.java 體重應輸出到小數第二位，BMI後多一空格但無傷大雅。
BMICalculator.java 沒有問題。",1,0.9996713399887085
725,變數名稱明瞭,1,0.9996713399887085
726,,0,0.0
727,符合要求!,1,0.9996713399887085
728,可編譯成功,1,0.9996713399887085
729,有標示清楚的函式註解,1,0.999671459197998
730,沒有達到題目要求,1,0.999671459197998
731,可執行，但沒有出現東西,1,0.999671459197998
732,沒有標函式註解,1,0.999671459197998
733,符合題目要求,1,0.999671459197998
734,可編譯成功,1,0.9996713399887085
735,有清楚的函式註解,1,0.999671459197998
736,,0,0.0
737,,0,0.0
738,,0,0.0
739,,0,0.0
740,,0,0.0
741,,0,0.0
742,,0,0.0
743,,0,0.0
744,,0,0.0
745,"no output Enter the second number:""""",1,0.999671459197998
746,,0,0.0
747,,0,0.0
748,,0,0.0
749,,0,0.0
750,,0,0.0
751,沒有程式碼,1,0.9996713399887085
752,沒有程式碼,1,0.9996713399887085
753,沒有程式碼,1,0.9996713399887085
754,,0,0.0
755,,0,0.0
756,有的，每個功能前都有說明,1,0.9996713399887085
757,達到要求,1,0.9996713399887085
758,可以,0,0.9995524287223816
759,沒有註解,1,0.999671459197998
761,可以順利編譯,1,0.9995893836021423
762,沒有註解,1,0.999671459197998
763,第二題印出的小數點可以不需要10*5=50這樣就可以,1,0.999671459197998
764,,0,0.0
765,,0,0.0
766,程式工整,1,0.9996111989021301
767,繼續保持,0,0.9995521903038025
768,註釋清楚,1,0.9996708631515503
769,第二題應該是一次輸完三個數值，再將他一次印出10*5=50,1,0.9996713399887085
770,well,0,0.9995524287223816
771,well,0,0.9995524287223816
772,2題都有達到題目要求,1,0.999671459197998
773,恭喜成功執行,0,0.9995495676994324
774,我很抱歉，雖然我看得懂，還是請你下次要加註解喔,1,0.9996713399887085
775,MultiplicationTable應該每計算完一對數字就跳過下一對數字,1,0.9996713399887085
776,有編譯成功,1,0.999671220779419
777,沒有寫註解,1,0.999671459197998
